Subject,Session,Folder,File
sub-WU04908,ses-202209271,func,sub-WU04908_ses-202209271_task-rest_dir-AP_run-2_bold
sub-WU04908,ses-202209271,func,sub-WU04908_ses-202209271_task-rest_dir-AP_run-3_bold
sub-WU04908,ses-202209271,func,sub-WU04908_ses-202209271_task-rest_dir-PA_run-1_bold
sub-WU04908,ses-202209271,func,sub-WU04908_ses-202209271_task-rest_dir-PA_run-2_bold
sub-WU04908,ses-202209271,anat,sub-WU04908_ses-202209271_rec-norm_run-1_T1w
sub-WU04908,ses-202209271,anat,sub-WU04908_ses-202209271_rec-norm_run-1_T2w
sub-ME93565,ses-202303241,func,sub-ME93565_ses-202303241_task-rest_dir-AP_run-1_bold
sub-ME93565,ses-202303241,func,sub-ME93565_ses-202303241_task-rest_dir-AP_run-2_bold
sub-ME93565,ses-202303241,func,sub-ME93565_ses-202303241_task-rest_dir-PA_run-1_bold
sub-ME93565,ses-202303241,func,sub-ME93565_ses-202303241_task-rest_dir-PA_run-2_bold
sub-ME93565,ses-202303241,anat,sub-ME93565_ses-202303241_run-1_T1w
sub-ME93565,ses-202303241,anat,sub-ME93565_ses-202303241_run-1_T2w
sub-YA09994,ses-202301191,func,sub-YA09994_ses-202301191_task-rest_dir-AP_run-1_bold
sub-YA09994,ses-202301191,func,sub-YA09994_ses-202301191_task-rest_dir-AP_run-2_bold
sub-YA09994,ses-202301191,func,sub-YA09994_ses-202301191_task-rest_dir-PA_run-1_bold
sub-YA09994,ses-202301191,func,sub-YA09994_ses-202301191_task-rest_dir-PA_run-2_bold
sub-YA09994,ses-202301191,anat,sub-YA09994_ses-202301191_rec-norm_run-1_T1w
sub-YA09994,ses-202301191,anat,sub-YA09994_ses-202301191_rec-norm_run-1_T2w
sub-ME50599,ses-202212201,func,sub-ME50599_ses-202212201_task-rest_dir-AP_run-1_bold
sub-ME50599,ses-202212201,func,sub-ME50599_ses-202212201_task-rest_dir-AP_run-2_bold
sub-ME50599,ses-202212201,func,sub-ME50599_ses-202212201_task-rest_dir-PA_run-1_bold
sub-ME50599,ses-202212201,func,sub-ME50599_ses-202212201_task-rest_dir-PA_run-2_bold
sub-ME50599,ses-202212201,anat,sub-ME50599_ses-202212201_run-1_T1w
sub-ME50599,ses-202212201,anat,sub-ME50599_ses-202212201_run-1_T2w
sub-ME50599,ses-202302241,func,sub-ME50599_ses-202302241_task-rest_dir-AP_run-1_bold
sub-ME50599,ses-202302241,func,sub-ME50599_ses-202302241_task-rest_dir-AP_run-2_bold
sub-ME50599,ses-202302241,func,sub-ME50599_ses-202302241_task-rest_dir-PA_run-1_bold
sub-ME50599,ses-202302241,func,sub-ME50599_ses-202302241_task-rest_dir-PA_run-2_bold
sub-ME50599,ses-202302241,anat,sub-ME50599_ses-202302241_run-1_T1w
sub-ME50599,ses-202302241,anat,sub-ME50599_ses-202302241_run-1_T2w
sub-ME50599,ses-202212161,func,sub-ME50599_ses-202212161_task-rest_dir-AP_run-1_bold
sub-ME50599,ses-202212161,func,sub-ME50599_ses-202212161_task-rest_dir-AP_run-2_bold
sub-ME50599,ses-202212161,func,sub-ME50599_ses-202212161_task-rest_dir-PA_run-1_bold
sub-ME50599,ses-202212161,func,sub-ME50599_ses-202212161_task-rest_dir-PA_run-2_bold
sub-ME50599,ses-202212161,anat,sub-ME50599_ses-202212161_run-1_T1w
sub-ME50599,ses-202212161,anat,sub-ME50599_ses-202212161_run-1_T2w
sub-HA03737,ses-202301111,func,sub-HA03737_ses-202301111_task-rest_dir-AP_run-1_bold
sub-HA03737,ses-202301111,func,sub-HA03737_ses-202301111_task-rest_dir-AP_run-2_bold
sub-HA03737,ses-202301111,func,sub-HA03737_ses-202301111_task-rest_dir-PA_run-1_bold
sub-HA03737,ses-202301111,func,sub-HA03737_ses-202301111_task-rest_dir-PA_run-2_bold
sub-HA03737,ses-202301111,anat,sub-HA03737_ses-202301111_rec-norm_run-1_T1w
sub-HA03737,ses-202301111,anat,sub-HA03737_ses-202301111_rec-norm_run-1_T2w
sub-HA03737,ses-202303151,func,sub-HA03737_ses-202303151_task-rest_dir-AP_run-1_bold
sub-HA03737,ses-202303151,func,sub-HA03737_ses-202303151_task-rest_dir-AP_run-2_bold
sub-HA03737,ses-202303151,func,sub-HA03737_ses-202303151_task-rest_dir-PA_run-1_bold
sub-HA03737,ses-202303151,func,sub-HA03737_ses-202303151_task-rest_dir-PA_run-2_bold
sub-HA03737,ses-202303151,anat,sub-HA03737_ses-202303151_rec-norm_run-1_T1w
sub-HA03737,ses-202303151,anat,sub-HA03737_ses-202303151_rec-norm_run-1_T2w
sub-SF10462,ses-202304061,func,sub-SF10462_ses-202304061_task-rest_dir-AP_run-1_bold
sub-SF10462,ses-202304061,func,sub-SF10462_ses-202304061_task-rest_dir-AP_run-2_bold
sub-SF10462,ses-202304061,func,sub-SF10462_ses-202304061_task-rest_dir-PA_run-1_bold
sub-SF10462,ses-202304061,func,sub-SF10462_ses-202304061_task-rest_dir-PA_run-2_bold
sub-SF10462,ses-202304061,anat,sub-SF10462_ses-202304061_rec-norm_run-1_T1w
sub-SF10462,ses-202304061,anat,sub-SF10462_ses-202304061_rec-norm_run-1_T2w
sub-SI04099,ses-202301181,func,sub-SI04099_ses-202301181_task-rest_dir-AP_run-1_bold
sub-SI04099,ses-202301181,func,sub-SI04099_ses-202301181_task-rest_dir-AP_run-2_bold
sub-SI04099,ses-202301181,func,sub-SI04099_ses-202301181_task-rest_dir-PA_run-1_bold
sub-SI04099,ses-202301181,func,sub-SI04099_ses-202301181_task-rest_dir-PA_run-2_bold
sub-SI04099,ses-202301181,anat,sub-SI04099_ses-202301181_run-1_T1w
sub-SI04099,ses-202301181,anat,sub-SI04099_ses-202301181_run-1_T2w
sub-PA00272,ses-202209021,func,sub-PA00272_ses-202209021_task-rest_dir-AP_run-1_bold
sub-PA00272,ses-202209021,func,sub-PA00272_ses-202209021_task-rest_dir-AP_run-2_bold
sub-PA00272,ses-202209021,func,sub-PA00272_ses-202209021_task-rest_dir-PA_run-1_bold
sub-PA00272,ses-202209021,func,sub-PA00272_ses-202209021_task-rest_dir-PA_run-2_bold
sub-PA00272,ses-202209021,anat,sub-PA00272_ses-202209021_rec-norm_run-1_T1w
sub-PA00272,ses-202209021,anat,sub-PA00272_ses-202209021_rec-norm_run-1_T2w
sub-LA10304,ses-202301241,func,sub-LA10304_ses-202301241_task-rest_dir-AP_run-1_bold
sub-LA10304,ses-202301241,func,sub-LA10304_ses-202301241_task-rest_dir-AP_run-2_bold
sub-LA10304,ses-202301241,func,sub-LA10304_ses-202301241_task-rest_dir-PA_run-1_bold
sub-LA10304,ses-202301241,func,sub-LA10304_ses-202301241_task-rest_dir-PA_run-2_bold
sub-LA10304,ses-202301241,anat,sub-LA10304_ses-202301241_rec-norm_run-1_T1w
sub-LA10304,ses-202301241,anat,sub-LA10304_ses-202301241_rec-norm_run-1_T2w
sub-LA10304,ses-202304051,func,sub-LA10304_ses-202304051_task-rest_dir-AP_run-1_bold
sub-LA10304,ses-202304051,func,sub-LA10304_ses-202304051_task-rest_dir-PA_run-1_bold
sub-LA10304,ses-202304051,anat,sub-LA10304_ses-202304051_rec-norm_run-1_T1w
sub-LA10304,ses-202304051,anat,sub-LA10304_ses-202304051_rec-norm_run-1_T2w
sub-PA00650,ses-202209061,func,sub-PA00650_ses-202209061_task-rest_dir-AP_run-1_bold
sub-PA00650,ses-202209061,func,sub-PA00650_ses-202209061_task-rest_dir-AP_run-2_bold
sub-PA00650,ses-202209061,func,sub-PA00650_ses-202209061_task-rest_dir-PA_run-1_bold
sub-PA00650,ses-202209061,func,sub-PA00650_ses-202209061_task-rest_dir-PA_run-2_bold
sub-PA00650,ses-202209061,anat,sub-PA00650_ses-202209061_rec-norm_run-1_T1w
sub-PA00650,ses-202209061,anat,sub-PA00650_ses-202209061_rec-norm_run-1_T2w
sub-PA00650,ses-202304041,func,sub-PA00650_ses-202304041_task-rest_dir-AP_run-1_bold
sub-PA00650,ses-202304041,func,sub-PA00650_ses-202304041_task-rest_dir-AP_run-2_bold
sub-PA00650,ses-202304041,func,sub-PA00650_ses-202304041_task-rest_dir-PA_run-1_bold
sub-PA00650,ses-202304041,func,sub-PA00650_ses-202304041_task-rest_dir-PA_run-2_bold
sub-PA00650,ses-202304041,anat,sub-PA00650_ses-202304041_rec-norm_run-1_T1w
sub-PA00650,ses-202304041,anat,sub-PA00650_ses-202304041_rec-norm_run-1_T2w
sub-LA04513,ses-202208311,func,sub-LA04513_ses-202208311_task-rest_dir-AP_run-1_bold
sub-LA04513,ses-202208311,func,sub-LA04513_ses-202208311_task-rest_dir-AP_run-2_bold
sub-LA04513,ses-202208311,func,sub-LA04513_ses-202208311_task-rest_dir-PA_run-1_bold
sub-LA04513,ses-202208311,func,sub-LA04513_ses-202208311_task-rest_dir-PA_run-2_bold
sub-LA04513,ses-202208311,anat,sub-LA04513_ses-202208311_rec-norm_run-1_T1w
sub-LA04513,ses-202208311,anat,sub-LA04513_ses-202208311_rec-norm_run-1_T2w
sub-LA04513,ses-202210281,func,sub-LA04513_ses-202210281_task-rest_dir-AP_run-1_bold
sub-LA04513,ses-202210281,func,sub-LA04513_ses-202210281_task-rest_dir-AP_run-2_bold
sub-LA04513,ses-202210281,func,sub-LA04513_ses-202210281_task-rest_dir-PA_run-1_bold
sub-LA04513,ses-202210281,func,sub-LA04513_ses-202210281_task-rest_dir-PA_run-2_bold
sub-LA04513,ses-202210281,anat,sub-LA04513_ses-202210281_rec-norm_run-1_T1w
sub-LA04513,ses-202210281,anat,sub-LA04513_ses-202210281_rec-norm_run-1_T2w
sub-MT08124,ses-202301201,func,sub-MT08124_ses-202301201_task-rest_dir-AP_run-1_bold
sub-MT08124,ses-202301201,func,sub-MT08124_ses-202301201_task-rest_dir-AP_run-2_bold
sub-MT08124,ses-202301201,func,sub-MT08124_ses-202301201_task-rest_dir-PA_run-1_bold
sub-MT08124,ses-202301201,func,sub-MT08124_ses-202301201_task-rest_dir-PA_run-2_bold
sub-MT08124,ses-202301201,anat,sub-MT08124_ses-202301201_rec-norm_run-1_T1w
sub-MT08124,ses-202301201,anat,sub-MT08124_ses-202301201_rec-norm_run-1_T2w
sub-MT08124,ses-202304131,func,sub-MT08124_ses-202304131_task-rest_dir-AP_run-1_bold
sub-MT08124,ses-202304131,func,sub-MT08124_ses-202304131_task-rest_dir-AP_run-2_bold
sub-MT08124,ses-202304131,func,sub-MT08124_ses-202304131_task-rest_dir-PA_run-1_bold
sub-MT08124,ses-202304131,func,sub-MT08124_ses-202304131_task-rest_dir-PA_run-2_bold
sub-MT08124,ses-202304131,anat,sub-MT08124_ses-202304131_rec-norm_run-1_T1w
sub-MT08124,ses-202304131,anat,sub-MT08124_ses-202304131_rec-norm_run-1_T2w
sub-PA01909,ses-202302231,func,sub-PA01909_ses-202302231_task-rest_dir-AP_run-1_bold
sub-PA01909,ses-202302231,func,sub-PA01909_ses-202302231_task-rest_dir-AP_run-2_bold
sub-PA01909,ses-202302231,func,sub-PA01909_ses-202302231_task-rest_dir-PA_run-1_bold
sub-PA01909,ses-202302231,func,sub-PA01909_ses-202302231_task-rest_dir-PA_run-2_bold
sub-PA01909,ses-202302231,anat,sub-PA01909_ses-202302231_rec-norm_run-1_T1w
sub-PA01909,ses-202302231,anat,sub-PA01909_ses-202302231_rec-norm_run-1_T2w
sub-ME48643,ses-202301271,func,sub-ME48643_ses-202301271_task-rest_dir-AP_run-1_bold
sub-ME48643,ses-202301271,func,sub-ME48643_ses-202301271_task-rest_dir-AP_run-2_bold
sub-ME48643,ses-202301271,func,sub-ME48643_ses-202301271_task-rest_dir-PA_run-1_bold
sub-ME48643,ses-202301271,func,sub-ME48643_ses-202301271_task-rest_dir-PA_run-2_bold
sub-ME48643,ses-202301271,anat,sub-ME48643_ses-202301271_run-1_T1w
sub-ME48643,ses-202301271,anat,sub-ME48643_ses-202301271_run-1_T2w
sub-ME27132,ses-202302141,func,sub-ME27132_ses-202302141_task-rest_dir-AP_run-1_bold
sub-ME27132,ses-202302141,func,sub-ME27132_ses-202302141_task-rest_dir-PA_run-1_bold
sub-ME27132,ses-202302141,func,sub-ME27132_ses-202302141_task-rest_dir-AP_run-2_bold
sub-ME27132,ses-202302141,func,sub-ME27132_ses-202302141_task-rest_dir-PA_run-2_bold
sub-ME27132,ses-202302141,anat,sub-ME27132_ses-202302141_run-1_T1w
sub-ME27132,ses-202302141,anat,sub-ME27132_ses-202302141_run-1_T2w
sub-YA11278,ses-202301261,func,sub-YA11278_ses-202301261_task-rest_dir-AP_run-1_bold
sub-YA11278,ses-202301261,func,sub-YA11278_ses-202301261_task-rest_dir-AP_run-2_bold
sub-YA11278,ses-202301261,func,sub-YA11278_ses-202301261_task-rest_dir-PA_run-1_bold
sub-YA11278,ses-202301261,func,sub-YA11278_ses-202301261_task-rest_dir-PA_run-2_bold
sub-YA11278,ses-202301261,anat,sub-YA11278_ses-202301261_rec-norm_run-1_T1w
sub-YA11278,ses-202301261,anat,sub-YA11278_ses-202301261_rec-norm_run-1_T2w
sub-YA11278,ses-202303301,func,sub-YA11278_ses-202303301_task-rest_dir-AP_run-1_bold
sub-YA11278,ses-202303301,func,sub-YA11278_ses-202303301_task-rest_dir-AP_run-2_bold
sub-YA11278,ses-202303301,func,sub-YA11278_ses-202303301_task-rest_dir-PA_run-1_bold
sub-YA11278,ses-202303301,func,sub-YA11278_ses-202303301_task-rest_dir-PA_run-2_bold
sub-YA11278,ses-202303301,anat,sub-YA11278_ses-202303301_rec-norm_run-1_T1w
sub-YA11278,ses-202303301,anat,sub-YA11278_ses-202303301_rec-norm_run-1_T2w
sub-ME91012,ses-202301271,func,sub-ME91012_ses-202301271_task-rest_dir-AP_run-1_bold
sub-ME91012,ses-202301271,func,sub-ME91012_ses-202301271_task-rest_dir-AP_run-2_bold
sub-ME91012,ses-202301271,func,sub-ME91012_ses-202301271_task-rest_dir-PA_run-1_bold
sub-ME91012,ses-202301271,func,sub-ME91012_ses-202301271_task-rest_dir-PA_run-2_bold
sub-ME91012,ses-202301271,anat,sub-ME91012_ses-202301271_run-1_T1w
sub-ME91012,ses-202301271,anat,sub-ME91012_ses-202301271_run-1_T2w
sub-ME91012,ses-202303311,func,sub-ME91012_ses-202303311_task-rest_dir-AP_run-1_bold
sub-ME91012,ses-202303311,func,sub-ME91012_ses-202303311_task-rest_dir-AP_run-2_bold
sub-ME91012,ses-202303311,func,sub-ME91012_ses-202303311_task-rest_dir-PA_run-1_bold
sub-ME91012,ses-202303311,func,sub-ME91012_ses-202303311_task-rest_dir-PA_run-2_bold
sub-ME91012,ses-202303311,anat,sub-ME91012_ses-202303311_run-1_T1w
sub-ME91012,ses-202303311,anat,sub-ME91012_ses-202303311_run-1_T2w
sub-ME91012,ses-202303311,anat,sub-ME91012_ses-202303311_run-2_T2w
sub-NL06371,ses-202301301,func,sub-NL06371_ses-202301301_task-rest_dir-AP_run-1_bold
sub-NL06371,ses-202301301,func,sub-NL06371_ses-202301301_task-rest_dir-AP_run-2_bold
sub-NL06371,ses-202301301,func,sub-NL06371_ses-202301301_task-rest_dir-PA_run-1_bold
sub-NL06371,ses-202301301,func,sub-NL06371_ses-202301301_task-rest_dir-PA_run-2_bold
sub-NL06371,ses-202301301,anat,sub-NL06371_ses-202301301_rec-norm_run-1_T1w
sub-NL06371,ses-202301301,anat,sub-NL06371_ses-202301301_rec-norm_run-1_T2w
sub-NL06371,ses-202303281,func,sub-NL06371_ses-202303281_task-rest_dir-AP_run-1_bold
sub-NL06371,ses-202303281,func,sub-NL06371_ses-202303281_task-rest_dir-AP_run-2_bold
sub-NL06371,ses-202303281,func,sub-NL06371_ses-202303281_task-rest_dir-PA_run-1_bold
sub-NL06371,ses-202303281,func,sub-NL06371_ses-202303281_task-rest_dir-PA_run-2_bold
sub-NL06371,ses-202303281,anat,sub-NL06371_ses-202303281_rec-norm_run-1_T1w
sub-NL06371,ses-202303281,anat,sub-NL06371_ses-202303281_rec-norm_run-1_T2w
sub-PI08781,ses-202301281,func,sub-PI08781_ses-202301281_task-rest_dir-AP_run-1_bold
sub-PI08781,ses-202301281,func,sub-PI08781_ses-202301281_task-rest_dir-AP_run-2_bold
sub-PI08781,ses-202301281,func,sub-PI08781_ses-202301281_task-rest_dir-PA_run-1_bold
sub-PI08781,ses-202301281,func,sub-PI08781_ses-202301281_task-rest_dir-PA_run-2_bold
sub-PI08781,ses-202301281,anat,sub-PI08781_ses-202301281_rec-norm_run-1_T1w
sub-PI08781,ses-202301281,anat,sub-PI08781_ses-202301281_rec-norm_run-1_T2w
sub-PI08781,ses-202304011,func,sub-PI08781_ses-202304011_task-rest_dir-PA_run-1_bold
sub-PI08781,ses-202304011,func,sub-PI08781_ses-202304011_task-rest_dir-AP_run-1_bold
sub-PI08781,ses-202304011,func,sub-PI08781_ses-202304011_task-rest_dir-PA_run-2_bold
sub-PI08781,ses-202304011,func,sub-PI08781_ses-202304011_task-rest_dir-AP_run-2_bold
sub-PI08781,ses-202304011,anat,sub-PI08781_ses-202304011_rec-norm_run-1_T1w
sub-PI08781,ses-202304011,anat,sub-PI08781_ses-202304011_rec-norm_run-1_T2w
sub-OR03988,ses-202301271,func,sub-OR03988_ses-202301271_task-rest_dir-AP_run-1_bold
sub-OR03988,ses-202301271,func,sub-OR03988_ses-202301271_task-rest_dir-PA_run-1_bold
sub-OR03988,ses-202301271,func,sub-OR03988_ses-202301271_task-rest_dir-AP_run-2_bold
sub-OR03988,ses-202301271,func,sub-OR03988_ses-202301271_task-rest_dir-PA_run-2_bold
sub-OR03988,ses-202301271,anat,sub-OR03988_ses-202301271_rec-norm_run-1_T1w
sub-OR03988,ses-202301271,anat,sub-OR03988_ses-202301271_rec-norm_run-1_T2w
sub-OR03988,ses-202303301,func,sub-OR03988_ses-202303301_task-rest_dir-AP_run-1_bold
sub-OR03988,ses-202303301,func,sub-OR03988_ses-202303301_task-rest_dir-AP_run-2_bold
sub-OR03988,ses-202303301,func,sub-OR03988_ses-202303301_task-rest_dir-PA_run-1_bold
sub-OR03988,ses-202303301,func,sub-OR03988_ses-202303301_task-rest_dir-PA_run-2_bold
sub-OR03988,ses-202303301,anat,sub-OR03988_ses-202303301_rec-norm_run-1_T1w
sub-OR03988,ses-202303301,anat,sub-OR03988_ses-202303301_rec-norm_run-1_T2w
sub-ME21588,ses-202302221,func,sub-ME21588_ses-202302221_task-rest_dir-AP_run-1_bold
sub-ME21588,ses-202302221,func,sub-ME21588_ses-202302221_task-rest_dir-AP_run-2_bold
sub-ME21588,ses-202302221,func,sub-ME21588_ses-202302221_task-rest_dir-PA_run-1_bold
sub-ME21588,ses-202302221,func,sub-ME21588_ses-202302221_task-rest_dir-PA_run-2_bold
sub-ME21588,ses-202302221,anat,sub-ME21588_ses-202302221_run-1_T1w
sub-ME21588,ses-202302221,anat,sub-ME21588_ses-202302221_run-1_T2w
sub-ME21588,ses-202306161,func,sub-ME21588_ses-202306161_task-rest_dir-AP_run-1_bold
sub-ME21588,ses-202306161,func,sub-ME21588_ses-202306161_task-rest_dir-AP_run-2_bold
sub-ME21588,ses-202306161,func,sub-ME21588_ses-202306161_task-rest_dir-PA_run-1_bold
sub-ME21588,ses-202306161,func,sub-ME21588_ses-202306161_task-rest_dir-PA_run-2_bold
sub-ME21588,ses-202306161,anat,sub-ME21588_ses-202306161_run-1_T1w
sub-ME21588,ses-202306161,anat,sub-ME21588_ses-202306161_run-1_T2w
sub-SI00132,ses-202301271,func,sub-SI00132_ses-202301271_task-rest_dir-AP_run-1_bold
sub-SI00132,ses-202301271,func,sub-SI00132_ses-202301271_task-rest_dir-AP_run-2_bold
sub-SI00132,ses-202301271,func,sub-SI00132_ses-202301271_task-rest_dir-PA_run-1_bold
sub-SI00132,ses-202301271,func,sub-SI00132_ses-202301271_task-rest_dir-PA_run-2_bold
sub-SI00132,ses-202301271,anat,sub-SI00132_ses-202301271_run-1_T1w
sub-SI00132,ses-202301271,anat,sub-SI00132_ses-202301271_run-2_T1w
sub-SI00132,ses-202301271,anat,sub-SI00132_ses-202301271_run-1_T2w
sub-SI00132,ses-202308111,func,sub-SI00132_ses-202308111_task-rest_dir-AP_run-1_bold
sub-SI00132,ses-202308111,func,sub-SI00132_ses-202308111_task-rest_dir-AP_run-2_bold
sub-SI00132,ses-202308111,func,sub-SI00132_ses-202308111_task-rest_dir-PA_run-1_bold
sub-SI00132,ses-202308111,anat,sub-SI00132_ses-202308111_run-1_T1w
sub-SI00132,ses-202308111,anat,sub-SI00132_ses-202308111_run-1_T2w
sub-ME11363,ses-202302031,func,sub-ME11363_ses-202302031_task-rest_dir-AP_run-1_bold
sub-ME11363,ses-202302031,func,sub-ME11363_ses-202302031_task-rest_dir-AP_run-2_bold
sub-ME11363,ses-202302031,func,sub-ME11363_ses-202302031_task-rest_dir-PA_run-1_bold
sub-ME11363,ses-202302031,func,sub-ME11363_ses-202302031_task-rest_dir-PA_run-2_bold
sub-ME11363,ses-202302031,anat,sub-ME11363_ses-202302031_run-1_T1w
sub-ME11363,ses-202302031,anat,sub-ME11363_ses-202302031_run-1_T2w
sub-ME11363,ses-202302031,anat,sub-ME11363_ses-202302031_run-2_T1w
sub-ME53985,ses-202301311,func,sub-ME53985_ses-202301311_task-rest_dir-AP_run-1_bold
sub-ME53985,ses-202301311,func,sub-ME53985_ses-202301311_task-rest_dir-PA_run-1_bold
sub-ME53985,ses-202301311,anat,sub-ME53985_ses-202301311_run-1_T1w
sub-ME53985,ses-202301311,anat,sub-ME53985_ses-202301311_run-1_T2w
sub-ME53985,ses-202304141,func,sub-ME53985_ses-202304141_task-rest_dir-AP_run-1_bold
sub-ME53985,ses-202304141,func,sub-ME53985_ses-202304141_task-rest_dir-AP_run-2_bold
sub-ME53985,ses-202304141,func,sub-ME53985_ses-202304141_task-rest_dir-PA_run-1_bold
sub-ME53985,ses-202304141,func,sub-ME53985_ses-202304141_task-rest_dir-PA_run-2_bold
sub-ME53985,ses-202304141,anat,sub-ME53985_ses-202304141_run-1_T1w
sub-ME53985,ses-202304141,anat,sub-ME53985_ses-202304141_run-1_T2w
sub-ME20845,ses-202301271,func,sub-ME20845_ses-202301271_task-rest_dir-AP_run-1_bold
sub-ME20845,ses-202301271,func,sub-ME20845_ses-202301271_task-rest_dir-AP_run-2_bold
sub-ME20845,ses-202301271,func,sub-ME20845_ses-202301271_task-rest_dir-PA_run-1_bold
sub-ME20845,ses-202301271,func,sub-ME20845_ses-202301271_task-rest_dir-PA_run-2_bold
sub-ME20845,ses-202301271,func,sub-ME20845_ses-202301271_task-rest_dir-PA_run-3_bold
sub-ME20845,ses-202301271,anat,sub-ME20845_ses-202301271_run-1_T1w
sub-ME20845,ses-202301271,anat,sub-ME20845_ses-202301271_run-1_T2w
sub-ME20845,ses-202211231,func,sub-ME20845_ses-202211231_task-rest_dir-AP_run-1_bold
sub-ME20845,ses-202211231,func,sub-ME20845_ses-202211231_task-rest_dir-AP_run-2_bold
sub-ME20845,ses-202211231,func,sub-ME20845_ses-202211231_task-rest_dir-PA_run-1_bold
sub-ME20845,ses-202211231,func,sub-ME20845_ses-202211231_task-rest_dir-PA_run-2_bold
sub-ME20845,ses-202211231,func,sub-ME20845_ses-202211231_task-rest_dir-PA_run-3_bold
sub-ME20845,ses-202211231,anat,sub-ME20845_ses-202211231_run-1_T1w
sub-ME20845,ses-202211231,anat,sub-ME20845_ses-202211231_run-1_T2w
sub-ME20845,ses-202303171,func,sub-ME20845_ses-202303171_task-rest_dir-AP_run-1_bold
sub-ME20845,ses-202303171,func,sub-ME20845_ses-202303171_task-rest_dir-AP_run-2_bold
sub-ME20845,ses-202303171,func,sub-ME20845_ses-202303171_task-rest_dir-PA_run-1_bold
sub-ME20845,ses-202303171,func,sub-ME20845_ses-202303171_task-rest_dir-PA_run-2_bold
sub-ME20845,ses-202303171,anat,sub-ME20845_ses-202303171_run-1_T1w
sub-ME20845,ses-202303171,anat,sub-ME20845_ses-202303171_run-1_T2w
sub-ME20845,ses-202303172,func,sub-ME20845_ses-202303172_task-rest_dir-AP_run-1_bold
sub-ME20845,ses-202303172,func,sub-ME20845_ses-202303172_task-rest_dir-AP_run-2_bold
sub-ME20845,ses-202303172,func,sub-ME20845_ses-202303172_task-rest_dir-PA_run-1_bold
sub-ME20845,ses-202303172,func,sub-ME20845_ses-202303172_task-rest_dir-PA_run-2_bold
sub-ME20845,ses-202303172,anat,sub-ME20845_ses-202303172_run-1_T1w
sub-ME20845,ses-202303172,anat,sub-ME20845_ses-202303172_run-1_T2w
sub-ME31331,ses-202302031,func,sub-ME31331_ses-202302031_task-rest_dir-AP_run-1_bold
sub-ME31331,ses-202302031,func,sub-ME31331_ses-202302031_task-rest_dir-AP_run-2_bold
sub-ME31331,ses-202302031,func,sub-ME31331_ses-202302031_task-rest_dir-PA_run-1_bold
sub-ME31331,ses-202302031,func,sub-ME31331_ses-202302031_task-rest_dir-PA_run-2_bold
sub-ME31331,ses-202302031,anat,sub-ME31331_ses-202302031_run-1_T1w
sub-ME31331,ses-202302031,anat,sub-ME31331_ses-202302031_run-1_T2w
sub-ME31331,ses-202302031,anat,sub-ME31331_ses-202302031_run-2_T2w
sub-HA03882,ses-202302051,func,sub-HA03882_ses-202302051_task-rest_dir-AP_run-1_bold
sub-HA03882,ses-202302051,func,sub-HA03882_ses-202302051_task-rest_dir-AP_run-2_bold
sub-HA03882,ses-202302051,func,sub-HA03882_ses-202302051_task-rest_dir-PA_run-1_bold
sub-HA03882,ses-202302051,func,sub-HA03882_ses-202302051_task-rest_dir-PA_run-2_bold
sub-HA03882,ses-202302051,anat,sub-HA03882_ses-202302051_rec-norm_run-1_T1w
sub-HA03882,ses-202302051,anat,sub-HA03882_ses-202302051_rec-norm_run-1_T2w
sub-ME33795,ses-202302031,func,sub-ME33795_ses-202302031_task-rest_dir-AP_run-1_bold
sub-ME33795,ses-202302031,func,sub-ME33795_ses-202302031_task-rest_dir-AP_run-2_bold
sub-ME33795,ses-202302031,func,sub-ME33795_ses-202302031_task-rest_dir-PA_run-1_bold
sub-ME33795,ses-202302031,func,sub-ME33795_ses-202302031_task-rest_dir-PA_run-2_bold
sub-ME33795,ses-202302031,anat,sub-ME33795_ses-202302031_run-1_T1w
sub-ME33795,ses-202302031,anat,sub-ME33795_ses-202302031_run-1_T2w
sub-PA02303,ses-202301231,func,sub-PA02303_ses-202301231_task-rest_dir-AP_run-1_bold
sub-PA02303,ses-202301231,func,sub-PA02303_ses-202301231_task-rest_dir-AP_run-2_bold
sub-PA02303,ses-202301231,func,sub-PA02303_ses-202301231_task-rest_dir-PA_run-1_bold
sub-PA02303,ses-202301231,anat,sub-PA02303_ses-202301231_rec-norm_run-1_T1w
sub-PA02303,ses-202301231,anat,sub-PA02303_ses-202301231_rec-norm_run-1_T2w
sub-PA02303,ses-202307271,func,sub-PA02303_ses-202307271_task-rest_dir-AP_run-1_bold
sub-PA02303,ses-202307271,func,sub-PA02303_ses-202307271_task-rest_dir-AP_run-2_bold
sub-PA02303,ses-202307271,func,sub-PA02303_ses-202307271_task-rest_dir-PA_run-1_bold
sub-PA02303,ses-202307271,func,sub-PA02303_ses-202307271_task-rest_dir-PA_run-2_bold
sub-PA02303,ses-202307271,anat,sub-PA02303_ses-202307271_rec-norm_run-1_T2w
sub-PA02303,ses-202307271,anat,sub-PA02303_ses-202307271_rec-norm_run-1_T1w
sub-PA03218,ses-202301271,func,sub-PA03218_ses-202301271_task-rest_dir-AP_run-1_bold
sub-PA03218,ses-202301271,func,sub-PA03218_ses-202301271_task-rest_dir-AP_run-2_bold
sub-PA03218,ses-202301271,func,sub-PA03218_ses-202301271_task-rest_dir-PA_run-1_bold
